Review,Sentiment
Rawait ke motabiq jang par janey se pehley app ke walid ne app ko safaid kapron ka aik jora diya Sawar Muhammed Hussain aksar waqa e karbala dohraya kerte they aur Hazrat Imam Hussain ki jurrat o shujat mandi par jhoom jhoom jaya kertey they,Positive
" App Shaheed huye to app ki jaib se 100 ruppey aik maney order aur do khoon alood khatoot baramad huye Sawar Muhamed Hussain ke walid ne jab unki Shahadat ki khabar suni to pehla sawal yahi kiya ke “mere betey ne maidan jang mein buzdili to nahein dekhai?Sawar Muhammed Hussain Shaheed ka aik emaan bahot mashhoor hai aik dafa aik dost ne ke Sawar Muhammed Hussain Shaheed  walid ke pas 200 rupay batour amanat rakhwa Afroz waqaey issi dauran app ke walid ko bhi rupon ki ashad zaroorat par gaye unhon ne Sawar Muhammed Hussain se ziker kiya to app ne kaha ""Agarchay merey pas zati taur par apnay 50 rupay maujood haien lakin woh kisi ki amanat haien albatta mere pas zati taur par apnay 50 rupay maujood haien app un se kam chala leien mein un 200 rupon mein se aik rupya bhi na doon ga keon ke iss tara amanat mein khayanat hogi aur jab khuda ke hazoor mujhey jawab da hona parey ga to mein wahan kya jawab doon ga?",Positive
Talban ke hamle mein shaheed hone wale SSP CID Chaudhry Aslam jaraim pesha afrad ke leye dehshat ki alamat samjhe jate hain,Positive
 Liyari Gang war ke sarghana Abdul Rehman Baloch ki halakat aur under world don Shoaib Khan ki giraftari bhi Chaudhry Aslam ke hathon hoi,Positive
 Vespa scoter se CID ke head quarter mein Prado par aane wale Chaudhry Aslam ne zindagi ke bohat se nasheeb o faraz dekhe,Positive
"Chaudhry Aslam Khan ne Liyari Task Force ke sarbarah ki hesiyat se Liyari mein jaraim pesha anasir ke khilaf mutadid karwaiyan bhi kiein, jis par Liyari Gang war ke mujodah sarbarah Uzair Jan Baloch ne bhi qatal karne ki dhamkiyan de thein",Positive
 Chaudhry Aslam ka naam Talban aur inteha pasandon ke leye bhi dehshat ki alamat samjha jata,Positive
 Shahadat wale din hi unhon ne Manghopeer mein hone wale police muqable mein teen shiddat pasandon ko halak kiya tha,Positive
 App ne bemisal jurat ka muzahira karte howe aik ghante mein dushman ke 43 siphiyon ko muat ke ghat utar kar un ke 4 tank tabah kar deye aur 38 foji qedi bana leye,Positive
 5 aur 6 December ki darmiyani shab ko Major Shabbir Sharif ne apne morche se nikal kar dushman ke company commander 4- rajment ke Major Narayan Singh ko pakra aur dast badast muqable ke baad halak kar diya,Positive
"” Itefaq dekhiyein ke usi raat un ki waldah jab 11 baje khana paka rahi thein to un ke honton par bhi ye misra bar bar araha tha,  Ae mard e mujahid jag zara, ab waqat e shahdat hai aya",Positive
Ye un ka qol aaj bhi har dil mein mehfoz hai: “main bharat ki ghulami qabol karne ke bajaye watan ke leye qurban ho jana ziyadah pasand karon ga,Positive
 Aik muhib e watan Pakistani ki hesiyat se unhon ne doshmanon ke samne hatyar dalne ke bajaye jawan mardi se Shaheed hone ko tarjih de aur hamesha ke liye amar ho gaye,Positive
"Ye 1997 ke awail ki baat hai, jab sawat ke shehar Mangora ke aik basi Ziauddin Yousafzai ke aangan mein rehmat e Khuda wandi ki aik kali khili",Positive
 Ziauddin Yousafzai bhi chahata tha ke is bar us ke ghar beti paida ho,Positive
 Jab us ke ghar beti ne janam liya to us ne apni is beti ka naam bohat piyar se Malale ke naam par Malala rakha,Positive
" Malala Yousafzai ne zamana e talib e elmi mein jab BBC ki web site par taleem ke masail par apni diary likhna shuru ki to us kiIsi asna mein jab Pak foj ne Sawat mein karwai ki to elaqe se Talban ki ijaradari khatam ho gai, Talban ka supah e salar Fazal Ullah Afghanistan farar ho gaya, larkiyon ke school dobarah khul gaye magar October 2012 mein school jate howae Talban ne taleem ke haq mein awaz buland karne wali kam umar Malala Yousuf  Zai ke sar mein do goliyan dagh den magar qudrat ne usse bacha liya",Positive
" Halat zara sanbhali to sabiq Saddar Asif Ali Zardari ne Malala ko hawai ambulance ke zarye Birmingham (England) bhej diya, jahan Malala ko Malka Elizabeth hospital mein dakhil kara diya gaya",Positive
 Sar mein goli lagne se England jane tak Malala pori duniya ki tawaja ka markaz ban gai aur nai nasal ki kam umar tareen role model bhi,Positive
"Bila shuba Malala Yousafzai is waqae se phele bhi aik honahar larki thi aura b bhi hai, jis ne duniya bhar mein Pakistan ko aik nai shanakht di haimagar social media par us ki zat ko ghalat rang bhi diya gaya ke wo ghair mulki taqaton ke leye kaam kar rahi hai aur elm dushmanon ne us ki awaz ko dabane ki esi hi kai koshishein kein magar wo thi ke aage hi barhti chali gai",Positive
 Malala Yousafzai aman ka Noble Prize inaam to na jeet pai magar ab tak wo duniya bhar se taqreban 25 awards le chuki hain,Positive
" Noble comity ke arkan ka kehna hai ke Malala ka mustaqbil roshan hai, ese dobarah namzad kiya ja sakta hai",Positive
Hoqoq e niswan ke leye awaz uthane par Malala Yousafzai kai mulki aur ghair mulki ezazat ke leye naamzad hoi,Positive
 Malala Yousafzai ko Pakistan ka phela ezaz bara e aman diya gaya,Positive
 New York times ne Malala Yousafzai par dastawezi film bannai,Positive
 Malala Yousafzai ne Pakistan ke Foji jawanon se appeal ki ke agar humare Foji bhai humein tahafoz farahum karein to hum larkiyan apni darsgahon ko ja sakti hain,Positive
 October 2011 mein Desimand Toto ne Malala ko bachon ka aman award diya,Positive
 2 mah bad December 2011 mein Malala Yousafzai ko “youth peace” award diya gaya,Positive
 January 2012 mein aik secondary school ka naam Malala ke naam par rakha gaya aur October 2012 mein Malala Yousafzai ko Tamgha e Shujaat diya gaya,Positive
 Financial times ne unhein woman of the 2013 qarar diya,Positive
Iss nazuk muqe par unhon ne apne hawas barqarar rakhe aur apne Shaheed sathi ki machine gun utha kar phir barsar e pekar ho gaye,Positive
 Muhammad Mahfooz Shaheed ne dushman ki company ko bhari nuqsan pohanchya to jawabi tor par hamle mein dushman ne goliyon ki barish shuru ka di jis ke nateje mein Muhammad Mahfuz Shaheed ki tangein zakhmi ho gaein lekin unhon ne hosla na hara aur sirf machine gun ke sahare hi dushmanon ka muqabla karte rahe,Positive
"1971 ki Pak bharat jang ke bad jab Pakistan commander aur bharti commander ki mulaqat hoi to bharti commander ne kaha ke:“Main ne bohat se jangein lari hain magar jis bejigri, bahaduri, shujaat aur jazbe se us jawan ko larte dekha, kisi ko nahi dekha",Positive
 Us ne farz shanasi ka esa muzahira kiya jis ne humein us ki azmat ka mutraf bana deya,Positive
”Lance Naik Muhammad Mahfooz Shaheed ki zindagi mein 25 October ko bari ahmiyat hasil thi kyun ke ye un ki waladat ka din bhi tha aur foj mein bharti hone ka bhi,Positive
 Ap ne is jang mein apni LMG machine gun ke sath dushman ki do regiments ko akhiri dum tak roke rakha,Positive
Sabika general Tika Khan ne Muhammad Mahfooz Shaheed ko khiraj e tehseen pesh karte howe kaha:“Shaheed ne pori foj ke leye aik shan dar missal qaim kardi hai aur pori quom Shaheed par fakhar karti hai,Positive
" Yahen un ke han 12 December 1948 ko dosra bacha peda howa jis ka naam Iftikhar Muhammad rakha gaya lekin waliden ko kia khabar thi ke aik din ye bacha na sirf un ke leye balke pore mulk ke leye sarmaya e iftikhar ban jaye ga aur aala adliya ka rukh hi nahi, Pakistan ki tarikh badal kar rakh de ga, kon janta tha ke duniya bhar mein Iftikhar Muhammad Caudhary ka naam ehteram se liya jaye ga, America ka national law journal unhen (2007 mein) “lawyer of the year” qarar de ga, Newyork shehar ke wokla ki anjuman unhen ezazi rukniyat pesh karye gi aur Howard law school ki taraf se unhen “tamgha e azadi” (medal of freedom) pesh karte howae yun khiraje tehseen pesh kiya jaye ga “mumtaz qanondan aur musanif (Iftikhar Muhammad Chaudhry) jurat, yaqen e muhqam aur adliya ki azadi ke sath pukhta wabastagi ki badolat ap Pakistan aur duniya bhar mein qanon ki hakmiyat ko barqarar rakhne mein masrof e jehad logon ke leye missal (role model) ban gaye hain",Positive
” America ki Nowa South Eastern University ki tarfa se unhen doctorate ki ezazi degree in alfaz ke sath ata hoi “Iftikhar Muhammad Chaudhry! Ap ne duniya bhar mein qanondanon aur aam logon ko walwal e tazah bakhsha,Positive
mehnat aur zahanat ne un ka rasta aasan kar deyatha,Positive
 Un ki tez nigah bohat jald mamle ki the tak pohanch jati aur wo fasla sunane mein takhir na karte the,Positive
 Bemuhar aamiriyat ko lagam dene ki ehmiyat barhne lagi,Positive
 Judge ne  Pervez Musharraf ke samne sar jhukane se inkar kar diya,Positive
 Chief Justice of Pakistan Janab Iftikhar Muhammad Chaudhry ke horf e inkar ne unhen ray aama ke mehbob banna deya,Positive
" Media, wokla, civil society, siyasi karkunan, un ke sath the",Positive
 Supreme Court mein bhi aik nayi tawanai peda ho gai aur janab Justice Iftikhar Muhammad Chaudhry ko un ke mansab se hatane ki koshishs un ke sathi Judges ne hi nakaam bana di,Positive
 Aik nai shan ke sath wo phir Supreme Court mein tashrif farma the,Positive
" Insaf ki lathi, bandoq ko zer kar chuki thi",Positive
 Janab Justice Iftikhar Muhammad Chaudhry ki qayadat mein dajanon judge dat gaye,Positive
 Taqat ko qanoon manne se inkar kar deya,Positive
 Tareekh mein pheli bar “PCO” ka hokum nama ghair aaini qarar de diya gaya ke Chief Justice aur un ke rufaqa ne khamoshi se retire hone ke bajaye medan e jung mein dad e shujaat dene ka fasala kar leya tha,Positive
" Judge “bartaraf” howae, gharon mein nazar band howae, lekin awam ki taqat ne khud ko manwa leya",Positive
" Azadana aur munsifana intekhabat karwane pare, awami numainde iqtedar ke ewanon mein pohanche aur Pervez Musharaf ka Chiragh gul ho gaya",Positive
Chief Justice Iftikhar Muhammad Chaudhry aur un ke rofaqa ko awam ne dobara koye insaf ki pasbani bakhsh de,Positive
 Janab Justice Iftikhar Muhammad Chaudhry aur aala adliya awami etemad ki dolat se malamal hain,Positive
 Pakistan ki tareekh mein pheli bar Chief Justice ka shumar maqbol tareen shakhsiyat mein hone laga ahi,Positive
" Ye nare abhi tak faza mein zindah hain  “Iftikhar tere jan nisar   beshumar beshumar” Zulm, ziyadati aur nainsafi ki mari hoi quom muntazir nigahon se Supreme Court ki taraf dekh rahi hai",Positive
 Umeed ka deya abhi tak jal raha hai,Positive
 Unhon ne razakarana tor par mahaz ki agli safon mein larne ke leye apni khidmat pesh kein aur is position mein larte howe dushman ke kai hamle pipa kiye,Positive
 Us waqat tiger hil par Pakistan ki northern light infantry ke 130 jawan ka qabza tha jin ke aik rukun Havaldar Lalak Jan Shaheed the,Positive
" Isi haqiqat ko mad e nazar rakhe, Lalak Jan pahari par chayi dhund aur apne sathiyon ki firing ki aar mein pahari se niche uthre aur pahari elaqe mein rehne se hasil hone wali tabiyat ka faidah uthate howae unhon ne is tarah barodi surangein bichaein ke agar bharti aage barhne ki koshish karte to un se takraye bagheir na rehte",Positive
Is ke bad dushman ko dawam mein lane ke leye supahiyon ne apni firing aahista aahista kam karte howae bilkul rok di,Positive
 Taqreban 2 ghante bad un ki taraf se koi jawab na milne par hosla pa kar bharti foji aage barhe aur Havaldar Lalak Jan Shaheed ki bichai hoi surangon ke shikar ho gaye,Positive
 Bhartiyon ko bhari nuqsan howa,Positive
 Senior sathi hone ke nate Havaldar Lalak Jan Shaheed ne apne sathiyon ki Kaman sanbhal li aur unhen hidayat ki ke wo kisi aik jagah ruke bagheir musalsal firing karte rahein,Positive
 In 4 fojiyon ne mehaz apni maharat aur hosle ke bal par dushman ka aik aur hamla paspa kar deya,Positive
" Is ke bad azam o himat ke naqabil e yaqen muqable mein, akele Lalak Jan ne bharti foj ke do units ko 4 ghante tak rok kar rakha",Positive
 Bila akhir bharti foj peche hatne par majbor ho gaye,Positive
"Bharti fojiyon ke peche hatne ke bad, 50 se 60 Pakistani foji Havaldar Lalak Jan Shaheed ki madad ko pohanch gaye",Positive
" Havaldar Lalak Jan Shaheed ne kaha ke wo hospital ke bistar par apni jan nahi dena chahate, un ki khawahish hai ke un ki jan medan e jang mien kaam aaye",Positive
 Zakhmi Havaldar Lalak Jan Shaheed ne is mission ke leye apni khidmat pesh kar dein,Positive
 Captain ne phele ye kaam unhen dene se inkar kar deya lekin Havaldar Lalak Jan Shaheed kisi na kisi tarah unhen qail karne mein kamyab rahe,Positive
Havaldar Lalak Jan ne aik barod ka thela pusht par bandha aur AK 47 sanbhal kar  Bharti gola bari ke darmiyan tiger hill se utre aur kisi ki nigah mein aaye bagheir khofiya banker tak ja pohanche,Positive
 Jab Lalak Jan ne ese uraya to aik zabardast dhamaka howa aur bharti foj ka gola barod barbad ho gaya,Positive
"ne jawabi fire kiya, unhen goliyan lagein lekin Shaheed hone se phele wo aik tawel waqat tak bhartiyon ko jawab dete rahe aur unhen roke rakha",Positive
 Jab un ka jism mila to tab bhi un ki gun un ke sene se lagi hoi thi,Positive
Lalak Jan Shaheed shumali elaqajat se Nishan e Haider hasil karne wale phel sipahi the,Positive
 Jurat o bahaduri ki esi masalein pori duniya mein tariq mein khal khal hi dekhne ko milein gi,Positive
 Jab take se sapot zindah hain dushman humari sarzameen ki tarfa meli nigahon se dekhne ki himat nahi kar sakta,Positive
 Hashim ko bachpan se hi Squash se dewangi ki had tak shouq tha,Positive
 Hashin khan ne uss jaga ko daryaft kar liya tha jo unki aur unkey mulk ki waqar aur shohrat ki waja bani,Positive
 Squash se Hashim Khan ne aisa rishta qaim kiya jo lazwal bana unhon ne khud zati tour per aur phir unke khandan ke farzandon ne iss khail se aisa nata jora ke tareekh hi badal dali,Positive
 Shaid hi kisi khail mein kisi aik khandan ne aik khail per etni hukmarani ki hai,Positive
 Khan family ne Squash per taweel hukumat ki hai aur yeh kahna baja hoga ke unhon ne Squash ki tareekh ko apne haton se likah hai,Positive
 Iss lazwal kahani ki ibteda Hashim Khan se hoti hai Hashim ke mutaliq kaha jata hai ke unhon ne Squash ke khail ko hi tabdeel kardia Squash se dilchapsi ka yeh alam tha ke woh garam dopher mein officers ko khelta dekhte rahte they aur jab gaind Court ke bahar jati thi to uss ka taqub kerke usey wapis court mein phenk detey they,Positive
Jab afsaran khail ker lot jate they to yeh Hashim ke court mein dakhil hone ka waqt hua karta tha woh chandni raton mein dair tak akele hi khelte rahte they yahi waja hai ke un ka stemina lajawab tha,Positive
  Hashim Khan gaind ke peachey bhagte bhagte kabhi nahein thakte they,Positive
 Thakawat naam ki cheese se to who waqif hi nahein they,Positive
 Hashim Khan hairat angaiz quwat deikh ker unke sathi pareshan ho jaya kerte they,Positive
 Hashim naqabil yaqeen salahyaton ke malik they,Positive
 Hashim cheete ki tarah phurti se gaind (ball) per lapakte they aur aise qabil e deed  strokes khelte they is ka tasawar bhi mumkin nahein tha,Positive
  Isi liye  kaha jata hai ke Hashim ne Squash ke kai strokes ijad keay yeh strokes sirf wahi khail sakte they,Positive
 Inn strokes ki badaulat Hashim Khan ne shuru se hi shohrat kamai aur apne harifon per dabao qaim kerne mein kamyab rahe,Positive
Hashim ne Squash ki dunia mein qadam rakhte aik toofan barpa keya ,Positive
"All India champion Abdul Bari ,Hashim ka pahla shikar bane yeh 1944 ki bat hai",Positive
   Abdul Bari uss waqt ke behtareen khelari mane jate they jinhein drop short lagane mein khasi maharet hasil thi lakin Hashim ke samne hetyar dalne pare amm khelari Abdul Bari ke drop short ka jawab dene sey qasir tha lakin Hashim ne apne pehle hi drop short ko flap ker deya,Positive
 1944 mein Bombay mein hone wale All India tournament mein shekhst khane ke bad Abdul Bari har bar Hashim Khan ka shikar bante rahe Abdul Barika zor toot chuka tha Hashim Khan ne Abdul Bari ki har martaba shikasht sey do char ker ke apni mokammal bartari ka saboot deya,Positive
 Lakin Hashim Khan ko rastah faraham keya gaya aur chandah akhttha ker ke unhein qismat azmai ke leay England rawana ker deya gaya 1951 mein British open ki shirket ke leay Hashim pahonch gaey aur atey hi unhon ne dhamaka ker deya,Positive
 British open sey chand din pehle Squash opoen ka ineqad hua jis mein champion Miser ke Mahmood Alkareem bhi shirket ker rahe they Mahmood guzashta char salon sey yeh tournament jeettey chale arahe they aur umeed yahi thi ke woh panchween martaba bhi kamyab lotein gein,Positive
Lakin woh final mein Hashim Khan sey takra gaey Europe ke sarzameen per pehla tournament khelne wale Hashim Khan ne chand minton mein hi Mahmood ka final mein safaya ker deya iss khabar sey Squash ki dunia mein aik tahalka mach gaya yeh aik bahot bara set tasawar keya gaya,Positive
